DocNo|ItemId|ProductCode|SOProductId|SKUUnitTypeId|Quantity|Price|Amount|Vat|VatRate|ItemType|OrderRank|RefItemId|IO_Number
MCMC-1747195635913-02275|1|ZS706106||152|1|230|230|||0|1|1|
